Tissue	Comparison	Expression	Nvir_gene_id	Uniprot_entry	Protein_names	logFC	logCPM	LR	Pvalue	FDR	GO_ID	GO_category	GO_term	Search_term_match
spleen	inf_ctl	up	comp365203	ITB2_HUMAN	"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)"	GO:0001540; GO:0001774; GO:0001851; GO:0002523; GO:0005178; GO:0005886; GO:0005925; GO:0006898; GO:0006911; GO:0006915; GO:0006954; GO:0007155; GO:0007159; GO:0007160; GO:0007229; GO:0007267; GO:0007568; GO:0008305; GO:0008360; GO:0009897; GO:0009986; GO:0016020; GO:0016477; GO:0019221; GO:0019901; GO:0030101; GO:0030198; GO:0030369; GO:0030593; GO:0031072; GO:0031623; GO:0032930; GO:0033627; GO:0034113; GO:0034142; GO:0034687; GO:0034688; GO:0035579; GO:0035987; GO:0043113; GO:0043235; GO:0043312; GO:0043315; GO:0043542; GO:0044853; GO:0045123; GO:0045429; GO:0045766; GO:0045963; GO:0046872; GO:0046982; GO:0050730; GO:0050776; GO:0050839; GO:0050900; GO:0051092; GO:0070062; GO:0070821; GO:0071404; GO:0090314; GO:0097242; GO:0098609; GO:0098742; GO:0101003; GO:1901216; GO:1903561; GO:1903980; GO:1990266; GO:2000363	713.5904519	1.168797117	5.248193034	13.79385762	0.000204002	0.042116346	"GO:0051092, GO:0010912, GO:0032930, GO:1903980, GO:0002523, GO:0043313, GO:0007159, GO:0002275, GO:0045123, GO:0002218, GO:0042053, GO:0043302, GO:0071404, GO:0002888, GO:0030593, GO:0097242, GO:0034142, GO:0045429, GO:0034113, GO:0030198, GO:0035987, GO:0090314, GO:0006911, GO:0030101, GO:0043113, GO:0050727, GO:0033627, GO:0031623, GO:0005576, GO:0009897, GO:0101003, GO:0035579, GO:0070821, GO:0008305, GO:0001851, GO:0001540"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, CC, CC, CC, MF, MF"	"positive regulation of NF-kappaB transcription factor activity, positive regulation of isomerase activity, positive regulation of superoxide anion generation, positive regulation of microglial cell activation, leukocyte migration involved in inflammatory response, regulation of neutrophil degranulation, leukocyte cell-cell adhesion, myeloid cell activation involved in immune response, cellular extravasation, activation of innate immune response, regulation of dopamine metabolic process, positive regulation of leukocyte degranulation, cellular response to low-density lipoprotein particle stimulus, positive regulation of myeloid leukocyte mediated immunity, neutrophil chemotaxis, amyloid-beta clearance, toll-like receptor 4 signaling pathway, positive regulation of nitric oxide biosynthetic process, heterotypic cell-cell adhesion, extracellular matrix organization, endodermal cell differentiation, positive regulation of protein targeting to membrane, phagocytosis, engulfment, natural killer cell activation, receptor clustering, regulation of inflammatory response, cell adhesion mediated by integrin, receptor internalization, extracellular region, external side of plasma membrane, ficolin-1-rich granule membrane, specific granule membrane, tertiary granule membrane, integrin complex, complement component C3b binding, amyloid-beta binding "	antigen
spleen	inf_ctl	up	comp362932	IL1R1_HUMAN	"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]"	GO:0002020; GO:0004888; GO:0004908; GO:0004909; GO:0005161; GO:0005576; GO:0005886; GO:0005887; GO:0006954; GO:0006955; GO:0007166; GO:0009897; GO:0016020; GO:0019221; GO:0019966; GO:0032729; GO:0050727; GO:0070498; GO:0070555; GO:2000391; GO:2000556; GO:2000661	297.2300491	1.13082053	5.671740668	13.74383999	0.000209507	0.042350693	"GO:0032729, GO:0071347, GO:0002821, GO:2000659, GO:2000391, GO:0045123, GO:0035743, GO:0002827, GO:0002726, GO:0001961, GO:0050727, GO:0005576, GO:0009897, GO:0019966, GO:0002020, GO:0005161, GO:0004896, GO:0070851"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, MF, MF, MF, MF, MF"	"positive regulation of interferon-gamma production, cellular response to interleukin-1, positive regulation of adaptive immune response, regulation of interleukin-1-mediated signaling pathway, positive regulation of neutrophil extravasation, cellular extravasation, CD4-positive, alpha-beta T cell cytokine production, positive regulation of T-helper 1 type immune response, positive regulation of T cell cytokine production, positive regulation of cytokine-mediated signaling pathway, regulation of inflammatory response, extracellular region, external side of plasma membrane, interleukin-1 binding, protease binding, platelet-derived growth factor receptor binding, cytokine receptor activity, growth factor receptor binding "	antigen
spleen	inf_ctl	up	comp353066	MMP3_RAT	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (PTR1 protein) (Transin-1)	GO:0001666; GO:0004222; GO:0005615; GO:0005634; GO:0007565; GO:0008270; GO:0009612; GO:0030198; GO:0030335; GO:0030425; GO:0030574; GO:0031012; GO:0032355; GO:0032496; GO:0032991; GO:0034097; GO:0034612; GO:0042060; GO:0043200; GO:0044297; GO:0044877; GO:0070555; GO:0071347; GO:0071460	349	5.059218911	1.12750368	16.79179025	4.17E-05	0.018658792	"GO:0071347, GO:0071460, GO:0034612, GO:0001666, GO:0030198, GO:0030574, GO:0009617, GO:0005576, GO:0044297, GO:0042995"	"BP, BP, BP, BP, BP, BP, BP, CC, CC, CC"	"cellular response to interleukin-1, cellular response to cell-matrix adhesion, response to tumor necrosis factor, response to hypoxia, extracellular matrix organization, collagen catabolic process, response to bacterium, extracellular region, cell body, cell projection "	bacteri
spleen	inf_ctl	up	comp361875	GBP1_CHLAE	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	GO:0000139; GO:0003924; GO:0005525; GO:0005576; GO:0005886; GO:0042742; GO:0051607	2165	2.275460963	4.29361163	16.7084749	4.36E-05	0.019042964	"GO:0009617, GO:0005576, GO:0003924, GO:0005525"	"BP, CC, MF, MF"	"response to bacterium, extracellular region, GTPase activity, GTP binding "	bacteri
spleen	inf_ctl	up	comp350217	DHX58_HUMAN	Probable ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (Probable ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005737; GO:0008270; GO:0009615; GO:0009617; GO:0016032; GO:0032480; GO:0032481; GO:0039534; GO:0039536; GO:0045087; GO:0045088; GO:0045824; GO:0051607; GO:1900245; GO:1900246	693	1.707118951	2.275808908	15.84521135	6.87E-05	0.024366479	"GO:0039534, GO:1900245, GO:1900246, GO:0002218, GO:0039536, GO:0032480, GO:0045824, GO:0009617, GO:0032481"	"BP, BP, BP, BP, BP, BP, BP, BP, BP"	"negative regulation of MDA-5 signaling pathway, positive regulation of MDA-5 signaling pathway, positive regulation of RIG-I signaling pathway, activation of innate immune response, negative regulation of RIG-I signaling pathway, negative regulation of type I interferon production, negative regulation of innate immune response, response to bacterium, positive regulation of type I interferon production "	bacteri
spleen	inf_ctl	up	comp361715	AVID_CHICK	Avidin	GO:0005576; GO:0009374; GO:0019731	870	2.022860156	4.956082932	15.53120184	8.12E-05	0.026287097	"GO:0019731, GO:0009617, GO:0005576, GO:0043177, GO:0009374"	"BP, BP, CC, MF, MF"	"antibacterial humoral response, response to bacterium, extracellular region, organic acid binding, biotin binding "	bacteri
spleen	inf_ctl	up	comp365254	ASC_MOUSE	Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein)	GO:0001773; GO:0002020; GO:0002218; GO:0002230; GO:0002277; GO:0002588; GO:0002821; GO:0005138; GO:0005523; GO:0005576; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0006915; GO:0006919; GO:0006954; GO:0008385; GO:0008630; GO:0009617; GO:0010506; GO:0010803; GO:0016505; GO:0017024; GO:0019899; GO:0030838; GO:0031647; GO:0032088; GO:0032090; GO:0032611; GO:0032688; GO:0032729; GO:0032755; GO:0032760; GO:0032991; GO:0033209; GO:0042104; GO:0042771; GO:0042802; GO:0042803; GO:0042981; GO:0043025; GO:0043065; GO:0043087; GO:0043124; GO:0043280; GO:0043281; GO:0044325; GO:0044351; GO:0045087; GO:0046330; GO:0046983; GO:0050718; GO:0050727; GO:0050766; GO:0050829; GO:0050870; GO:0051091; GO:0051092; GO:0051260; GO:0051607; GO:0070374; GO:0070700; GO:0071222; GO:0071347; GO:0071356; GO:0071901; GO:0072332; GO:0072558; GO:0072559; GO:0090197; GO:0090200; GO:0097153; GO:0097169; GO:0097202; GO:1900016; GO:2000406; GO:2000484; GO:2000778; GO:2001056; GO:2001181; GO:2001238; GO:2001242	1805.323445	1.123741953	5.808494397	14.78844282	0.00012027	0.035304983	"GO:0032729, GO:0071347, GO:0051092, GO:0002821, GO:2001179, GO:0090197, GO:2000484, GO:0042104, GO:0044351, GO:0002579, GO:0007159, GO:0002275, GO:1900016, GO:0097202, GO:0002218, GO:0032733, GO:0032688, GO:0034612, GO:0001773, GO:2000778, GO:0050718, GO:0032480, GO:0002230, GO:0090200, GO:0050829, GO:2000406, GO:0002495, GO:0042129, GO:0010803, GO:0043124, GO:0009617, GO:0042771, GO:0050766, GO:0030838, GO:0050727, GO:2001238, GO:0032760, GO:0032088, GO:0050728, GO:0005576, GO:0072559, GO:0044297, GO:0044325, GO:0070700, GO:0002020, GO:0005523, GO:0097153, GO:0016505, GO:0070851"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF, MF, MF"	"positive regulation of interferon-gamma production, cellular response to interleukin-1, positive regulation of NF-kappaB transcription factor activity, positive regulation of adaptive immune response, regulation of interleukin-10 secretion, positive regulation of chemokine secretion, positive regulation of interleukin-8 secretion, positive regulation of activated T cell proliferation, macropinocytosis, positive regulation of antigen processing and presentation, leukocyte cell-cell adhesion, myeloid cell activation involved in immune response, negative regulation of cytokine production involved in inflammatory response, activation of cysteine-type endopeptidase activity, activation of innate immune response, positive regulation of interleukin-10 production, negative regulation of interferon-beta production, response to tumor necrosis factor, myeloid dendritic cell activation, positive regulation of interleukin-6 secretion, positive regulation of interleukin-1 beta secretion, negative regulation of type I interferon production, positive regulation of defense response to virus by host, positive regulation of release of cytochrome c from mitochondria, defense response to Gram-negative bacterium, positive regulation of T cell migration, antigen processing and presentation of peptide antigen via MHC class II, regulation of T cell proliferation, regulation of tumor necrosis factor-mediated signaling pathway, negative regulation of I-kappaB kinase/NF-kappaB signaling, response to bacterium, intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, positive regulation of phagocytosis, positive regulation of actin filament polymerization, regulation of inflammatory response, positive regulation of extrinsic apoptotic signaling pathway, positive regulation of tumor necrosis factor production, negative regulation of NF-kappaB transcription factor activity, negative regulation of inflammatory response, extracellular region, NLRP3 inflammasome complex, cell body, ion channel binding, BMP receptor binding, protease binding, tropomyosin binding, cysteine-type endopeptidase activity involved in apoptotic process, peptidase activator activity involved in apoptotic process, growth factor receptor binding "	bacteri
spleen	inf_ctl	down	comp339707	"TF26_SCHPO, TF25_SCHPO, TF24_SCHPO, TF23_SCHPO, TF22_SCHPO, TF21_SCHPO, TF212_SCHPO, TF29_SCHPO"	"Transposon Tf2-6 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-5 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-4 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-3 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-2 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-1 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-12 polyprotein (Retrotransposable element Tf2 155 kDa protein), Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872, GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0015074; GO:0046872"	677	-6.653251273	1.104446354	28.07373107	1.17E-07	0.000365658	"GO:0015074, GO:0005622, GO:0004190, GO:0003887, GO:0003964, GO:0004519"	"BP, CC, MF, MF, MF, MF"	"DNA integration, intracellular, aspartic-type endopeptidase activity, DNA-directed DNA polymerase activity, RNA-directed DNA polymerase activity, endonuclease activity "	c-type
spleen	inf_ctl	down	comp338249	TF211_SCHPO	Transposon Tf2-11 polyprotein (Retrotransposable element Tf2 155 kDa protein)	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872	238	-5.991528533	0.255949954	22.76609127	1.83E-06	0.001909653	"GO:0015074, GO:0005622, GO:0004190, GO:0003887, GO:0003964, GO:0004519"	"BP, CC, MF, MF, MF, MF"	"DNA integration, intracellular, aspartic-type endopeptidase activity, DNA-directed DNA polymerase activity, RNA-directed DNA polymerase activity, endonuclease activity "	c-type
spleen	inf_ctl	up	comp365254	ASC_MOUSE	Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein)	GO:0001773; GO:0002020; GO:0002218; GO:0002230; GO:0002277; GO:0002588; GO:0002821; GO:0005138; GO:0005523; GO:0005576; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0006915; GO:0006919; GO:0006954; GO:0008385; GO:0008630; GO:0009617; GO:0010506; GO:0010803; GO:0016505; GO:0017024; GO:0019899; GO:0030838; GO:0031647; GO:0032088; GO:0032090; GO:0032611; GO:0032688; GO:0032729; GO:0032755; GO:0032760; GO:0032991; GO:0033209; GO:0042104; GO:0042771; GO:0042802; GO:0042803; GO:0042981; GO:0043025; GO:0043065; GO:0043087; GO:0043124; GO:0043280; GO:0043281; GO:0044325; GO:0044351; GO:0045087; GO:0046330; GO:0046983; GO:0050718; GO:0050727; GO:0050766; GO:0050829; GO:0050870; GO:0051091; GO:0051092; GO:0051260; GO:0051607; GO:0070374; GO:0070700; GO:0071222; GO:0071347; GO:0071356; GO:0071901; GO:0072332; GO:0072558; GO:0072559; GO:0090197; GO:0090200; GO:0097153; GO:0097169; GO:0097202; GO:1900016; GO:2000406; GO:2000484; GO:2000778; GO:2001056; GO:2001181; GO:2001238; GO:2001242	1805.323445	1.123741953	5.808494397	14.78844282	0.00012027	0.035304983	"GO:0032729, GO:0071347, GO:0051092, GO:0002821, GO:2001179, GO:0090197, GO:2000484, GO:0042104, GO:0044351, GO:0002579, GO:0007159, GO:0002275, GO:1900016, GO:0097202, GO:0002218, GO:0032733, GO:0032688, GO:0034612, GO:0001773, GO:2000778, GO:0050718, GO:0032480, GO:0002230, GO:0090200, GO:0050829, GO:2000406, GO:0002495, GO:0042129, GO:0010803, GO:0043124, GO:0009617, GO:0042771, GO:0050766, GO:0030838, GO:0050727, GO:2001238, GO:0032760, GO:0032088, GO:0050728, GO:0005576, GO:0072559, GO:0044297, GO:0044325, GO:0070700, GO:0002020, GO:0005523, GO:0097153, GO:0016505, GO:0070851"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, CC, CC, MF, MF, MF, MF, MF, MF, MF"	"positive regulation of interferon-gamma production, cellular response to interleukin-1, positive regulation of NF-kappaB transcription factor activity, positive regulation of adaptive immune response, regulation of interleukin-10 secretion, positive regulation of chemokine secretion, positive regulation of interleukin-8 secretion, positive regulation of activated T cell proliferation, macropinocytosis, positive regulation of antigen processing and presentation, leukocyte cell-cell adhesion, myeloid cell activation involved in immune response, negative regulation of cytokine production involved in inflammatory response, activation of cysteine-type endopeptidase activity, activation of innate immune response, positive regulation of interleukin-10 production, negative regulation of interferon-beta production, response to tumor necrosis factor, myeloid dendritic cell activation, positive regulation of interleukin-6 secretion, positive regulation of interleukin-1 beta secretion, negative regulation of type I interferon production, positive regulation of defense response to virus by host, positive regulation of release of cytochrome c from mitochondria, defense response to Gram-negative bacterium, positive regulation of T cell migration, antigen processing and presentation of peptide antigen via MHC class II, regulation of T cell proliferation, regulation of tumor necrosis factor-mediated signaling pathway, negative regulation of I-kappaB kinase/NF-kappaB signaling, response to bacterium, intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, positive regulation of phagocytosis, positive regulation of actin filament polymerization, regulation of inflammatory response, positive regulation of extrinsic apoptotic signaling pathway, positive regulation of tumor necrosis factor production, negative regulation of NF-kappaB transcription factor activity, negative regulation of inflammatory response, extracellular region, NLRP3 inflammasome complex, cell body, ion channel binding, BMP receptor binding, protease binding, tropomyosin binding, cysteine-type endopeptidase activity involved in apoptotic process, peptidase activator activity involved in apoptotic process, growth factor receptor binding "	chemokine
