Nvir_gene_id	Ortholog_gene_name	Uniprot_entry	Protein_names	logFC	logCPM	LR	PValue	FDR	GO_ID	GO_category	GO_term	Tissue	Comparison	Expression
comp358296	tdrp	TDRP_XENLA	Testis development-related protein	-1.368311693	1.507118102	12.28048563	0.000457719	0.022954551	NA	NA	NA	skin	inf_ctl	down
comp340616	NA	NA	NA	-1.36784228	1.229953018	12.54986808	0.000396234	0.020858282	NA	NA	NA	skin	inf_ctl	down
comp364945	Cavin2	CAVN2_MOUSE	Caveolae-associated protein 2 (Cavin-2) (Phosphatidylserine-binding protein) (Serum deprivation-response protein)	-1.364396105	5.686336453	22.67877654	1.91E-06	0.000485134	NA	NA	NA	skin	inf_ctl	down
comp349805	Ppif	PPIF_MOUSE	"Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Rotamase F)"	-1.362610488	3.379374606	11.22563454	0.000806752	0.0334208	"GO:0035794, GO:2000275, GO:0090324, GO:0032780, GO:0090201, GO:0005757, GO:0005739"	"BP, BP, BP, BP, BP, CC, CC"	"positive regulation of mitochondrial membrane permeability, regulation of oxidative phosphorylation uncoupler activity, negative regulation of oxidative phosphorylation, negative regulation of ATPase activity, negative regulation of release of cytochrome c from mitochondria, mitochondrial permeability transition pore complex, mitochondrion"	skin	inf_ctl	down
comp361908	FGFR1	FGFR1_PLEWA	Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (PFR1)	-1.356106992	3.431170775	10.73542858	0.001051037	0.039201584	NA	NA	NA	skin	inf_ctl	down
comp355453	NA	NA	NA	-1.355435942	1.444281864	10.37641468	0.001276353	0.044176123	NA	NA	NA	skin	inf_ctl	down
comp351378	NA	NA	NA	-1.341327312	2.596658782	10.5084953	0.00118827	0.042313109	NA	NA	NA	skin	inf_ctl	down
comp360465	NA	NA	NA	-1.334578045	4.133553464	11.17394649	0.00082954	0.034012855	NA	NA	NA	skin	inf_ctl	down
comp348664	NA	NA	NA	-1.303873335	2.190996011	11.5596202	0.000673996	0.029932967	NA	NA	NA	skin	inf_ctl	down
comp353025	NA	NA	NA	-1.290248036	9.419156273	10.82889637	0.000999282	0.037760625	NA	NA	NA	skin	inf_ctl	down
comp348955	MAGI1	MAGI1_HUMAN	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)"	-1.285178026	2.269089223	10.80902908	0.001010063	0.038022604	"GO:0007155, GO:0065003"	"BP, BP"	"cell adhesion, protein-containing complex assembly"	skin	inf_ctl	down
comp348062	NA	NA	NA	-1.284862613	2.368879398	12.84118564	0.000339073	0.018665999	NA	NA	NA	skin	inf_ctl	down
comp325671	EFEMP1	FBLN3_HUMAN	EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3)	-1.284201368	3.317974317	11.31874454	0.000767286	0.03268075	"GO:0007601, GO:0048563, GO:0005615, GO:0062023, GO:0070062, GO:0005576, GO:0008083, GO:0005201"	"BP, BP, CC, CC, CC, CC, MF, MF"	"visual perception, post-embryonic animal organ morphogenesis, extracellular space, collagen-containing extracellular matrix, extracellular exosome, extracellular region, growth factor activity, extracellular matrix structural constituent"	skin	inf_ctl	down
comp364830	dpysl3	DPYL3_XENTR	Dihydropyrimidinase-related protein 3 (DRP-3) (Dihydropyrimidinase-like 3)	-1.281898387	6.906426625	20.15485663	7.14E-06	0.001344236	GO:0051491	BP	positive regulation of filopodium assembly	skin	inf_ctl	down
comp363670	Blvra	BIEA_MOUSE	Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase)	-1.268075673	5.016328048	13.63319532	0.000222221	0.013681498	GO:0042167	BP	heme catabolic process	skin	inf_ctl	down
comp350820	NA	NA	NA	-1.264480603	1.70272974	13.57784469	0.000228871	0.014003638	NA	NA	NA	skin	inf_ctl	down
comp364096	NA	NA	NA	-1.263029819	4.872272508	16.74548345	4.27E-05	0.00444604	NA	NA	NA	skin	inf_ctl	down
comp345871	NA	NA	NA	-1.262038416	2.349783371	10.50141924	0.001192829	0.04239906	NA	NA	NA	skin	inf_ctl	down
comp361063	NA	NA	NA	-1.258851943	4.273543246	14.06653918	0.000176455	0.011707974	NA	NA	NA	skin	inf_ctl	down
comp358115	NA	NA	NA	-1.258278113	3.335060785	13.02810155	0.000306851	0.017376233	NA	NA	NA	skin	inf_ctl	down
comp356842	NA	NA	NA	-1.24741171	2.579912802	15.02723156	0.000105971	0.008343842	NA	NA	NA	skin	inf_ctl	down
comp360764	MINDY1	MINY1_BOVIN	Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A)	-1.247180396	4.421617886	16.7003902	4.38E-05	0.004492176	GO:0036435	MF	K48-linked polyubiquitin modification-dependent protein binding	skin	inf_ctl	down
comp325905	NA	NA	NA	-1.234082735	2.258479876	10.42919374	0.001240389	0.043606457	NA	NA	NA	skin	inf_ctl	down
comp355359	Cpm	CBPM_MOUSE	Carboxypeptidase M (CPM) (EC 3.4.17.12)	-1.22715393	3.803243163	12.03408567	0.000522365	0.024935966	"GO:0006518, GO:0005615, GO:0005576, GO:0004181"	"BP, CC, CC, MF"	"peptide metabolic process, extracellular space, extracellular region, metallocarboxypeptidase activity"	skin	inf_ctl	down
comp345262	cdh2-b	CAD2B_XENLA	Cadherin-2B (Neural cadherin B) (N-cadherin B) (Neural cadherin-1) (N-cadherin-1)	-1.225198839	2.309490695	10.91856094	0.000952055	0.036820881	GO:0007155	BP	cell adhesion	skin	inf_ctl	down
comp361823	COX16	COX16_PONAB	"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial"	-1.219129371	5.62521276	12.86514437	0.000334759	0.018531775	GO:0005739	CC	mitochondrion	skin	inf_ctl	down
comp351456	PPP1R1B	PPR1B_HUMAN	Protein phosphatase 1 regulatory subunit 1B (DARPP-32) (Dopamine- and cAMP-regulated neuronal phosphoprotein)	-1.214943852	3.558180447	11.77900628	0.000599025	0.027855345	"GO:0014075, GO:0007617, GO:0048148, GO:0007613, GO:0044327, GO:0001664, GO:0031750, GO:0031748, GO:0004862"	"BP, BP, BP, BP, CC, MF, MF, MF, MF"	"response to amine, mating behavior, behavioral response to cocaine, memory, dendritic spine head, G protein-coupled receptor binding, D3 dopamine receptor binding, D1 dopamine receptor binding, cAMP-dependent protein kinase inhibitor activity"	skin	inf_ctl	down
comp355204	NA	NA	NA	-1.211871556	2.242799307	10.41692857	0.001248654	0.043606457	NA	NA	NA	skin	inf_ctl	down
comp342534	Hgd	HGD_MOUSE	"Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"	-1.208490121	1.555375625	10.92816428	0.000947133	0.036716718	"GO:0006572, GO:0006559, GO:0016702"	"BP, BP, MF"	"tyrosine catabolic process, L-phenylalanine catabolic process, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	skin	inf_ctl	down
comp354844	REPS2	REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)	-1.190453743	3.169627988	17.36171526	3.09E-05	0.00357757	GO:0065003	BP	protein-containing complex assembly	skin	inf_ctl	down
comp359344	EBP	EBP_HUMAN	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)"	-1.189241546	3.111092757	12.39162223	0.000431264	0.022023459	NA	NA	NA	skin	inf_ctl	down
comp352215	IGFBP2	IBP2_CHICK	Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2)	-1.184383145	4.522920833	12.95312495	0.000319388	0.017830688	"GO:0005615, GO:0005576, GO:0031995"	"CC, CC, MF"	"extracellular space, extracellular region, insulin-like growth factor II binding"	skin	inf_ctl	down
comp363918	NA	NA	NA	-1.178899456	6.808978837	11.25201003	0.000795368	0.033302378	NA	NA	NA	skin	inf_ctl	down
comp342941	mboat2	MBOA2_CHICK	Membrane-bound O-acyltransferase domain-containing protein 2 (O-acyltransferase domain-containing protein 2) (EC 2.3.-.-)	-1.166938344	2.634816976	10.55787822	0.001156939	0.041752164	NA	NA	NA	skin	inf_ctl	down
comp364143	NA	NA	NA	-1.165626582	4.844880261	12.53710894	0.000398949	0.020858282	NA	NA	NA	skin	inf_ctl	down
comp361905	LRIG3	LRIG3_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3)	-1.163164174	3.961527635	14.75870976	0.000122182	0.009323086	"GO:0005615, GO:0005576"	"CC, CC"	"extracellular space, extracellular region"	skin	inf_ctl	down
comp359266	enosf1	ENOF1_XENLA	Mitochondrial enolase superfamily member 1 (L-fuconate dehydratase) (EC 4.2.1.68)	-1.153289992	3.094580121	12.48297565	0.000410678	0.021135988	GO:0005739	CC	mitochondrion	skin	inf_ctl	down
comp359381	NA	NA	NA	-1.144322091	3.476391066	12.01907591	0.000526588	0.025016729	NA	NA	NA	skin	inf_ctl	down
comp363268	LONRF1	LONF1_HUMAN	LON peptidase N-terminal domain and RING finger protein 1 (RING finger protein 191)	-1.140545775	5.604845349	16.12385589	5.93E-05	0.005606081	NA	NA	NA	skin	inf_ctl	down
comp312482	NA	NA	NA	-1.105437413	4.766777679	11.13112713	0.00084891	0.034449705	NA	NA	NA	skin	inf_ctl	down
comp364474	NA	NA	NA	-1.101063208	3.3035635	11.81294451	0.000588203	0.027417102	NA	NA	NA	skin	inf_ctl	down
comp363938	TGFBI	BGH3_PIG	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	-1.091287144	5.732145649	11.39991045	0.000734476	0.031832146	"GO:0007155, GO:0030198, GO:0005615, GO:0005576, GO:0005178, GO:0005518, GO:0005201"	"BP, BP, CC, CC, MF, MF, MF"	"cell adhesion, extracellular matrix organization, extracellular space, extracellular region, integrin binding, collagen binding, extracellular matrix structural constituent"	skin	inf_ctl	down
comp349233	JARID2	JARD2_HUMAN	Protein Jumonji (Jumonji/ARID domain-containing protein 2)	-1.089414957	4.855847326	12.52426343	0.000401701	0.020946758	"GO:0060044, GO:0051574, GO:0005739"	"BP, BP, CC"	"negative regulation of cardiac muscle cell proliferation, positive regulation of histone H3-K9 methylation, mitochondrion"	skin	inf_ctl	down
comp361081	Gcat	KBL_MOUSE	"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)"	-1.076658645	4.578449334	14.0478572	0.000178217	0.011779593	"GO:0006544, GO:0005739"	"BP, CC"	"glycine metabolic process, mitochondrion"	skin	inf_ctl	down
comp277544	XPC	XPC_HUMAN	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	-1.053244676	2.154926433	10.76154806	0.001036307	0.03878888	"GO:0000715, GO:0065003, GO:0005739, GO:0032135, GO:0000405"	"BP, BP, CC, MF, MF"	"nucleotide-excision repair, DNA damage recognition, protein-containing complex assembly, mitochondrion, DNA insertion or deletion binding, bubble DNA binding"	skin	inf_ctl	down
comp363482	NA	NA	NA	-1.04089912	4.038064308	11.139603	0.00084504	0.034434063	NA	NA	NA	skin	inf_ctl	down
comp346128	ABLIM3	ABLM3_HUMAN	Actin-binding LIM protein 3 (abLIM-3) (Actin-binding LIM protein family member 3)	-1.035294449	2.7046124	10.69829717	0.001072342	0.039815698	NA	NA	NA	skin	inf_ctl	down
comp356726	Tars	SYTC_RAT	"Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"	-1.034492377	2.699131395	11.61614243	0.000653819	0.029704409	GO:0006518	BP	peptide metabolic process	skin	inf_ctl	down
comp360763	NA	NA	NA	-1.030893	4.576329838	11.47264197	0.000706282	0.0310495	NA	NA	NA	skin	inf_ctl	down
comp363273	NA	CT027_XENTR	UPF0687 protein C20orf27 homolog	-1.018760627	5.688711825	11.36285223	0.000749277	0.032191208	NA	NA	NA	skin	inf_ctl	down
comp364212	NA	NA	NA	-1.017230082	2.662069663	10.98962122	0.000916235	0.036077331	NA	NA	NA	skin	inf_ctl	down
comp358552	NA	NA	NA	-1.011391954	3.412141266	10.66658367	0.001090884	0.040297463	NA	NA	NA	skin	inf_ctl	down
comp346184	NA	NA	NA	-1.008501622	4.370158588	10.97360286	0.000924189	0.036167818	NA	NA	NA	skin	inf_ctl	down
comp357356	GPR143	GP143_HUMAN	G-protein coupled receptor 143 (Ocular albinism type 1 protein)	-0.949727657	4.326614342	10.65854907	0.001095633	0.040397381	"GO:0007601, GO:0048069, GO:0035584, GO:0008188"	"BP, BP, BP, MF"	"visual perception, eye pigmentation, calcium-mediated signaling using intracellular calcium source, neuropeptide receptor activity"	skin	inf_ctl	down
comp363181	NA	NA	NA	-0.913384285	6.217642834	10.19335818	0.001409474	0.047632188	NA	NA	NA	skin	inf_ctl	down
comp360611	NA	NA	NA	-0.903626928	3.912310026	10.11544749	0.001470317	0.049001485	NA	NA	NA	skin	inf_ctl	down
comp3040980	NA	NA	NA	8.979694871	2.501137621	20.24338842	6.82E-06	0.001325511	NA	NA	NA	skin	inf_ctl	up
comp2150775	NA	NA	NA	7.709713756	1.182886378	33.71338113	6.39E-09	9.01E-06	NA	NA	NA	skin	inf_ctl	up
comp363771	KRT5	K2C5_PANTR	"Keratin, type II cytoskeletal 5 (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)"	7.419375492	6.677707037	14.70378519	0.000125794	0.009525131	GO:0005882	CC	intermediate filament	skin	inf_ctl	up
comp342382	NA	NA	NA	7.411176223	2.603078672	14.84044577	0.000116999	0.00910337	NA	NA	NA	skin	inf_ctl	up
comp337504	NA	NA	NA	7.38761767	1.955130953	20.80906388	5.07E-06	0.001055599	NA	NA	NA	skin	inf_ctl	up
comp2374362	NA	NA	NA	7.3349188	2.520111059	20.03118559	7.62E-06	0.001409338	NA	NA	NA	skin	inf_ctl	up
comp354171	Krt42	K1C42_RAT	"Keratin, type I cytoskeletal 42 (Cytokeratin-42) (CK-42) (Keratin-42) (K42) (Type I keratin Ka22)"	7.304614378	3.469838019	20.02831809	7.63E-06	0.001409338	GO:0005882	CC	intermediate filament	skin	inf_ctl	up
comp1627250	NA	NA	NA	7.139888201	4.959390699	27.11029206	1.92E-07	9.26E-05	NA	NA	NA	skin	inf_ctl	up
comp20458	NA	NA	NA	6.874212239	0.686444922	17.0079021	3.72E-05	0.004020051	NA	NA	NA	skin	inf_ctl	up
comp359470	NA	NA	NA	6.802702598	0.444979735	26.34587412	2.85E-07	0.000127734	NA	NA	NA	skin	inf_ctl	up
comp2364374	NA	NA	NA	6.755243432	2.170569727	11.56303351	0.00067276	0.029932967	NA	NA	NA	skin	inf_ctl	up
comp105543	NA	NA	NA	6.641619988	0.255400392	17.29807102	3.20E-05	0.003649998	NA	NA	NA	skin	inf_ctl	up
comp54059	NA	NA	NA	6.59283843	1.769854515	23.93189599	9.98E-07	0.000294393	NA	NA	NA	skin	inf_ctl	up
comp1508531	NOS2	NOS2_CHICK	"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)"	6.276770825	3.042452979	18.13282686	2.06E-05	0.002696393	"GO:0042742, GO:0045776, GO:0072606, GO:0006527, GO:0009725, GO:0018119, GO:0032496, GO:0072604, GO:0032310, GO:1900015, GO:0007263, GO:0006954, GO:0051349, GO:0031281, GO:0006809, GO:1900373, GO:0006525, GO:0048518, GO:0012506, GO:0003958, GO:0010181, GO:0016709, GO:0050661, GO:0020037, GO:0050660"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF, MF, MF, MF, MF"	"defense response to bacterium, negative regulation of blood pressure, interleukin-8 secretion, arginine catabolic process, response to hormone, peptidyl-cysteine S-nitrosylation, response to lipopolysaccharide, interleukin-6 secretion, prostaglandin secretion, regulation of cytokine production involved in inflammatory response, nitric oxide mediated signal transduction, inflammatory response, positive regulation of lyase activity, positive regulation of cyclase activity, nitric oxide biosynthetic process, positive regulation of purine nucleotide biosynthetic process, arginine metabolic process, positive regulation of biological process, vesicle membrane, NADPH-hemoprotein reductase activity, FMN binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, NADP binding, heme binding, flavin adenine dinucleotide binding"	skin	inf_ctl	up
comp360404	mmp18	MMP18_XENLA	Matrix metalloproteinase-18 (MMP-18) (EC 3.4.24.-) (Collagenase-4) (xCol4)	6.196299239	5.877436225	30.38206705	3.55E-08	2.60E-05	"GO:0030574, GO:0005576, GO:0031012, GO:0004222, GO:0008270"	"BP, CC, CC, MF, MF"	"collagen catabolic process, extracellular region, extracellular matrix, metalloendopeptidase activity, zinc ion binding"	skin	inf_ctl	up
comp364490	NA	NA	NA	5.694959949	5.370731086	25.07126718	5.53E-07	0.000202205	NA	NA	NA	skin	inf_ctl	up
comp343037	NA	NA	NA	5.383073964	0.666172291	18.29580197	1.89E-05	0.002549572	NA	NA	NA	skin	inf_ctl	up
comp327063	NA	NA	NA	5.370125191	1.446272901	13.87549392	0.000195329	0.01253339	NA	NA	NA	skin	inf_ctl	up
comp267042	NA	NA	NA	5.349337945	2.780387669	25.79043302	3.81E-07	0.000163505	NA	NA	NA	skin	inf_ctl	up
comp353168	NA	NA	NA	5.330838971	2.613782779	33.11996034	8.66E-09	1.07E-05	NA	NA	NA	skin	inf_ctl	up
comp319569	NA	NA	NA	5.325844385	1.196007594	15.11444063	0.000101186	0.008096133	NA	NA	NA	skin	inf_ctl	up
comp350766	NA	NA	NA	5.235301253	1.88337932	16.06204568	6.13E-05	0.005661123	NA	NA	NA	skin	inf_ctl	up
comp359986	NA	NA	NA	5.19394391	4.11361496	20.38533444	6.33E-06	0.001263897	NA	NA	NA	skin	inf_ctl	up
comp295401	NOS2	NOS2_CHICK	"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)"	5.188168953	4.601488689	15.44425367	8.50E-05	0.007068738	"GO:0042742, GO:0045776, GO:0072606, GO:0006527, GO:0009725, GO:0018119, GO:0032496, GO:0072604, GO:0032310, GO:1900015, GO:0007263, GO:0006954, GO:0051349, GO:0031281, GO:0006809, GO:1900373, GO:0006525, GO:0048518, GO:0012506, GO:0003958, GO:0010181, GO:0016709, GO:0050661, GO:0020037, GO:0050660"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, CC, MF, MF, MF, MF, MF, MF"	"defense response to bacterium, negative regulation of blood pressure, interleukin-8 secretion, arginine catabolic process, response to hormone, peptidyl-cysteine S-nitrosylation, response to lipopolysaccharide, interleukin-6 secretion, prostaglandin secretion, regulation of cytokine production involved in inflammatory response, nitric oxide mediated signal transduction, inflammatory response, positive regulation of lyase activity, positive regulation of cyclase activity, nitric oxide biosynthetic process, positive regulation of purine nucleotide biosynthetic process, arginine metabolic process, positive regulation of biological process, vesicle membrane, NADPH-hemoprotein reductase activity, FMN binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, NADP binding, heme binding, flavin adenine dinucleotide binding"	skin	inf_ctl	up
comp339094	NA	NA	NA	5.155179358	1.609215741	17.54503834	2.81E-05	0.003360692	NA	NA	NA	skin	inf_ctl	up
comp167527	NA	NA	NA	5.150545775	2.204831433	21.6101545	3.34E-06	0.000761513	NA	NA	NA	skin	inf_ctl	up
comp361227	ACOD1	IRG1_HUMAN	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	5.052611323	2.398408565	32.67201612	1.09E-08	1.26E-05	"GO:0006955, GO:0009725, GO:0032480, GO:0032496, GO:0071347, GO:0071346, GO:0002922, GO:0006954, GO:0050776, GO:0045824, GO:0050728, GO:0071356, GO:0071222, GO:0034612, GO:0048518, GO:0007565, GO:0045087, GO:0032570, GO:0072573, GO:0002759"	"BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP, BP"	"immune response, response to hormone, negative regulation of type I interferon production, response to lipopolysaccharide, cellular response to interleukin-1, cellular response to interferon-gamma, positive regulation of humoral immune response, inflammatory response, regulation of immune response, negative regulation of innate immune response, negative regulation of inflammatory response, cellular response to tumor necrosis factor, cellular response to lipopolysaccharide, response to tumor necrosis factor, positive regulation of biological process, female pregnancy, innate immune response, response to progesterone, tolerance induction to lipopolysaccharide, regulation of antimicrobial humoral response"	skin	inf_ctl	up
